id,theme_id,category_id,start_m,investments_m,crowdfunding_m,experience_years,team_size,tech_investment,competitors,audience_reach,market_size,team_desc,tech_level,comp_level,social_impact_desc,demand_level
300,Finance,FoodTech,77000,6500,31514,5,5,401052,51,201372,8718771,средний опыт,средний,высокая конкуренция,низкое влияние,средний спрос
301,Education,GreenTech,80750,4000,22890,19,48,433226,80,202845,75169308,новички,низкий,низкая конкуренция,низкое влияние,высокий спрос
302,Entertainment,SpaceTech,78250,83000,44660,15,23,882200,25,318513,6446703,новички,низкий,низкая конкуренция,низкое влияние,средний спрос
303,Energy,AI,27500,15500,38090,7,34,72438,73,542854,60998123,средний опыт,высокий,низкая конкуренция,высокое влияние,низкий спрос
304,Education,GreenTech,1000,162500,24089,17,15,569683,100,407861,71031236,эксперты,высокий,низкая конкуренция,высокое влияние,средний спрос
305,Space,FoodTech,17000,168000,1956,6,12,652043,18,559281,76244738,эксперты,высокий,низкая конкуренция,низкое влияние,высокий спрос
306,Biotech,TravelTech,87500,189500,17988,16,30,509621,67,749292,74274229,средний опыт,средний,средняя конкуренция,высокое влияние,низкий спрос
307,Finance,FinTech,94750,11500,20833,20,6,816029,82,288530,91323920,новички,средний,высокая конкуренция,низкое влияние,низкий спрос
308,Security,EnergyTech,11000,59500,9866,10,26,74922,29,584713,54592312,средний опыт,средний,низкая конкуренция,высокое влияние,низкий спрос
309,Technology,SpaceTech,7500,54500,36550,19,40,286231,31,155540,55068736,новички,средний,низкая конкуренция,низкое влияние,средний спрос
310,Real Estate,FoodTech,82500,119500,39496,13,1,297928,12,526859,92876923,эксперты,высокий,высокая конкуренция,среднее влияние,высокий спрос
311,Technology,AI,41500,127500,15006,15,47,233986,87,669534,11733495,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
312,Security,Biotech,41750,54500,33502,11,41,59075,66,419623,65619579,новички,высокий,средняя конкуренция,высокое влияние,средний спрос
313,Travel,FinTech,90000,170500,1314,18,10,615109,27,365466,48158177,эксперты,низкий,средняя конкуренция,высокое влияние,высокий спрос
314,Real Estate,Medical,68000,58500,6477,6,18,444525,24,151007,58352687,эксперты,низкий,низкая конкуренция,среднее влияние,высокий спрос
315,Food,FoodTech,29500,44000,22176,2,41,897467,61,906055,53679772,новички,низкий,средняя конкуренция,высокое влияние,высокий спрос
316,Fashion,Logistics,50500,2500,45824,9,21,302981,23,437415,15661249,новички,низкий,низкая конкуренция,высокое влияние,средний спрос
317,Space,AI,92500,143500,29563,16,32,215206,37,519187,24378347,эксперты,низкий,низкая конкуренция,высокое влияние,средний спрос
318,Education,FashionTech,6750,168000,28241,17,16,968843,98,73017,47533874,новички,высокий,высокая конкуренция,среднее влияние,средний спрос
319,Space,SpaceTech,66750,187000,39413,20,2,853913,25,474533,8942807,новички,высокий,низкая конкуренция,низкое влияние,низкий спрос
320,Real Estate,AI,37750,10500,28187,17,42,829103,14,515065,81753697,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
321,Energy,AI,13500,12500,14316,13,32,652327,28,542277,76519536,новички,средний,низкая конкуренция,высокое влияние,низкий спрос
322,Retail,FinTech,48000,135500,1903,5,31,364145,84,434326,16753852,новички,средний,средняя конкуренция,высокое влияние,высокий спрос
323,Travel,FoodTech,60250,61500,48516,8,48,160682,22,467875,52313198,средний опыт,средний,высокая конкуренция,низкое влияние,средний спрос
324,Finance,GreenTech,93250,63000,18066,10,2,870625,53,566715,87608942,новички,высокий,средняя конкуренция,среднее влияние,низкий спрос
325,Technology,FinTech,29500,50500,32137,17,22,320861,8,985917,13054268,средний опыт,высокий,высокая конкуренция,высокое влияние,низкий спрос
326,Biotech,TravelTech,73750,153500,42392,8,44,842017,95,264449,41162268,новички,низкий,низкая конкуренция,низкое влияние,средний спрос
327,Security,Property,73750,123500,11056,6,28,141506,83,868686,52525493,эксперты,средний,высокая конкуренция,среднее влияние,высокий спрос
328,Entertainment,EdTech,68750,42000,4885,20,23,320168,42,455849,54603911,средний опыт,средний,низкая конкуренция,высокое влияние,низкий спрос
329,Biotech,Cybersecurity,1750,72500,19725,15,23,869404,34,537733,47860689,средний опыт,высокий,высокая конкуренция,низкое влияние,низкий спрос
330,Healthcare,FinTech,98000,9000,42917,15,6,846667,19,42408,51282867,новички,высокий,средняя конкуренция,среднее влияние,высокий спрос
331,Entertainment,FinTech,52250,89000,28103,16,43,634969,43,301596,57724794,новички,низкий,низкая конкуренция,среднее влияние,низкий спрос
332,Energy,Medical,62750,116000,45798,3,32,838341,24,409727,50553117,эксперты,высокий,высокая конкуренция,высокое влияние,средний спрос
333,Retail,Biotech,22750,113000,44389,12,2,717656,54,786094,68376233,новички,средний,высокая конкуренция,низкое влияние,высокий спрос
334,Energy,Medical,76750,58000,46443,1,18,879372,82,296459,94281416,средний опыт,низкий,низкая конкуренция,среднее влияние,низкий спрос
335,Biotech,FashionTech,31500,121500,29278,16,14,212005,50,106268,18200206,эксперты,низкий,средняя конкуренция,высокое влияние,средний спрос
336,Technology,Biotech,64250,41000,24978,5,13,740593,100,681326,26147391,средний опыт,низкий,высокая конкуренция,низкое влияние,низкий спрос
337,Food,FashionTech,72750,82000,46359,2,1,681413,5,979350,54204163,эксперты,средний,высокая конкуренция,низкое влияние,средний спрос
338,Security,EnergyTech,86500,137000,26049,4,45,958933,54,435838,98895353,эксперты,средний,высокая конкуренция,среднее влияние,низкий спрос
339,Space,Media,91500,44000,36680,9,26,257549,7,827382,33968728,новички,высокий,низкая конкуренция,среднее влияние,средний спрос
340,Entertainment,FinTech,57250,46500,46698,13,48,52290,50,106440,31774341,эксперты,средний,высокая конкуренция,низкое влияние,средний спрос
341,Education,SpaceTech,44500,102500,42445,9,21,632416,25,733577,54609485,эксперты,средний,низкая конкуренция,среднее влияние,средний спрос
342,Healthcare,Logistics,37750,193500,7236,15,14,441849,70,222417,56368495,новички,средний,средняя конкуренция,среднее влияние,высокий спрос
343,Space,AI,7000,99000,17709,2,38,354372,75,214659,62785670,эксперты,средний,средняя конкуренция,высокое влияние,низкий спрос
344,Entertainment,Media,28500,99000,47170,8,22,568159,85,498187,85602996,эксперты,низкий,высокая конкуренция,низкое влияние,низкий спрос
345,Technology,E-commerce,53500,87000,9535,3,1,405348,95,233994,26623138,новички,высокий,средняя конкуренция,низкое влияние,средний спрос
346,Energy,GreenTech,20500,170000,13450,9,45,208994,60,208107,96396071,эксперты,средний,средняя конкуренция,среднее влияние,высокий спрос
347,Security,Medical,60750,58500,17645,17,22,196159,51,938118,8267899,средний опыт,высокий,низкая конкуренция,низкое влияние,низкий спрос
348,Education,E-commerce,22250,86000,13974,12,24,260467,84,724700,68998193,новички,высокий,высокая конкуренция,среднее влияние,высокий спрос
349,Space,SpaceTech,33000,19500,44813,1,43,482125,86,354114,64863923,средний опыт,высокий,низкая конкуренция,среднее влияние,высокий спрос
350,Environment,SpaceTech,82750,168500,47215,11,18,814571,23,903276,75848790,средний опыт,высокий,низкая конкуренция,низкое влияние,высокий спрос
351,Retail,TravelTech,93250,67500,4154,6,2,6476,90,162694,69738012,эксперты,низкий,низкая конкуренция,среднее влияние,низкий спрос
352,Education,FinTech,61500,31000,1542,11,5,997914,99,598119,69564604,средний опыт,низкий,средняя конкуренция,среднее влияние,высокий спрос
353,Environment,AI,97250,125500,9670,6,17,626199,64,142635,26819409,новички,низкий,высокая конкуренция,высокое влияние,низкий спрос
354,Real Estate,E-commerce,16750,83000,27272,2,25,835504,50,993045,22430342,новички,низкий,средняя конкуренция,высокое влияние,высокий спрос
355,Technology,Cybersecurity,2500,175500,7159,15,39,997663,56,684748,63572074,эксперты,высокий,низкая конкуренция,низкое влияние,средний спрос
356,Retail,FinTech,9250,115500,35407,17,45,612163,67,257431,85759002,эксперты,низкий,средняя конкуренция,среднее влияние,высокий спрос
357,Space,Cybersecurity,89500,81000,49100,1,43,436333,81,819752,34174620,эксперты,низкий,высокая конкуренция,среднее влияние,низкий спрос
358,Security,Media,45750,7500,28155,20,43,509719,17,350446,99712115,средний опыт,низкий,высокая конкуренция,высокое влияние,высокий спрос
359,Technology,EnergyTech,93750,47000,24675,1,47,668791,11,636363,12687407,эксперты,высокий,низкая конкуренция,высокое влияние,средний спрос
360,Real Estate,GreenTech,66750,56000,10779,1,8,870718,37,67114,33288365,средний опыт,высокий,высокая конкуренция,среднее влияние,средний спрос
361,Education,Medical,36750,65000,37352,16,14,253151,91,653310,42025010,эксперты,высокий,высокая конкуренция,низкое влияние,высокий спрос
362,Security,Medical,93500,137500,48482,17,47,9485,27,359689,35383191,новички,средний,средняя конкуренция,высокое влияние,высокий спрос
363,Security,SpaceTech,60500,133500,9545,12,9,727359,92,151989,25556034,новички,высокий,низкая конкуренция,низкое влияние,низкий спрос
364,Healthcare,Logistics,64250,194500,39020,4,21,16123,62,955146,34596188,эксперты,низкий,высокая конкуренция,высокое влияние,средний спрос
365,Energy,Biotech,49500,80500,5132,4,28,117760,95,985354,8718532,средний опыт,средний,средняя конкуренция,среднее влияние,высокий спрос
366,Retail,Logistics,59750,127000,32319,19,10,115210,64,667702,3580595,средний опыт,средний,низкая конкуренция,среднее влияние,средний спрос
367,Energy,Medical,26750,170000,45620,10,31,168190,28,203937,71022335,новички,средний,высокая конкуренция,высокое влияние,средний спрос
368,Real Estate,SpaceTech,93000,98000,32990,13,15,111720,2,365167,9067902,эксперты,высокий,средняя конкуренция,среднее влияние,низкий спрос
369,Education,Logistics,59750,197000,26458,17,30,615205,1,788894,63303473,новички,высокий,низкая конкуренция,низкое влияние,высокий спрос
370,Food,AI,72250,105000,43432,13,47,452759,71,120651,55544498,средний опыт,низкий,низкая конкуренция,среднее влияние,средний спрос
371,Real Estate,Media,81500,55000,26123,6,25,717806,28,489531,32521829,эксперты,средний,высокая конкуренция,высокое влияние,средний спрос
372,Transportation,Property,95500,153000,20363,2,50,449637,31,497238,23017395,средний опыт,низкий,высокая конкуренция,высокое влияние,средний спрос
373,Real Estate,AI,4250,127000,24293,15,24,323312,32,990988,18111905,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
374,Finance,Logistics,83250,108000,16516,8,7,535536,27,220931,45386321,эксперты,низкий,средняя конкуренция,среднее влияние,средний спрос
375,Education,EdTech,60000,163000,24521,9,41,832359,33,207013,31323516,эксперты,высокий,низкая конкуренция,низкое влияние,высокий спрос
376,Food,Property,15250,36000,41952,11,12,279373,37,476778,39169221,эксперты,средний,средняя конкуренция,низкое влияние,средний спрос
377,Transportation,AI,53250,14500,29047,13,34,778692,9,706799,50980109,эксперты,средний,средняя конкуренция,низкое влияние,высокий спрос
378,Transportation,FashionTech,7750,47000,32381,10,6,282391,59,525445,94189920,средний опыт,высокий,средняя конкуренция,низкое влияние,низкий спрос
379,Transportation,FinTech,20750,144500,2777,7,10,158431,40,865020,92433616,средний опыт,низкий,средняя конкуренция,высокое влияние,высокий спрос
380,Biotech,E-commerce,94750,132500,45840,8,48,236815,21,283749,14994450,эксперты,низкий,высокая конкуренция,низкое влияние,средний спрос
381,Healthcare,FinTech,56250,87500,12428,7,17,746014,88,642945,14409724,новички,средний,высокая конкуренция,среднее влияние,низкий спрос
382,Entertainment,Logistics,48250,198000,28314,13,4,757338,97,266815,92865568,новички,средний,средняя конкуренция,низкое влияние,средний спрос
383,Real Estate,Medical,97250,104500,41068,6,8,449987,5,70005,21617751,эксперты,высокий,низкая конкуренция,среднее влияние,высокий спрос
384,Food,FinTech,99000,61000,42283,9,30,237937,44,955205,4884262,новички,средний,низкая конкуренция,среднее влияние,высокий спрос
385,Technology,Biotech,37750,35500,11212,11,41,654990,94,731257,30370255,новички,средний,средняя конкуренция,высокое влияние,высокий спрос
386,Education,AI,34250,104500,19023,14,31,993490,95,942072,27890615,новички,высокий,низкая конкуренция,высокое влияние,низкий спрос
387,Retail,Medical,49000,151500,20991,14,20,628189,71,424025,66292204,средний опыт,средний,средняя конкуренция,высокое влияние,средний спрос
388,Biotech,FoodTech,76000,147000,4271,11,5,60825,25,606369,64698738,средний опыт,средний,низкая конкуренция,высокое влияние,высокий спрос
389,Energy,E-commerce,56250,23000,41696,19,41,445368,40,47773,95897630,новички,высокий,средняя конкуренция,низкое влияние,низкий спрос
390,Real Estate,FinTech,18500,9000,17548,2,7,113871,59,350506,33139501,средний опыт,средний,низкая конкуренция,низкое влияние,низкий спрос
391,Transportation,FashionTech,50500,4000,25124,6,43,982297,9,191234,59408505,новички,средний,средняя конкуренция,высокое влияние,низкий спрос
392,Transportation,E-commerce,25750,68500,16608,1,6,441523,17,298492,1815243,средний опыт,средний,высокая конкуренция,низкое влияние,низкий спрос
393,Food,Property,72250,128500,41361,2,17,302524,55,364431,74674871,эксперты,низкий,высокая конкуренция,низкое влияние,средний спрос
394,Food,GreenTech,16000,47500,31243,12,1,524033,8,167971,31534221,эксперты,средний,высокая конкуренция,высокое влияние,высокий спрос
395,Environment,FashionTech,46250,99500,37310,7,17,316048,50,249696,4457766,новички,средний,низкая конкуренция,низкое влияние,средний спрос
396,Entertainment,Media,96500,172500,10550,19,28,189570,24,330779,37258618,эксперты,низкий,высокая конкуренция,низкое влияние,высокий спрос
397,Healthcare,FinTech,49000,70500,45474,17,49,965706,61,984281,44746376,эксперты,высокий,высокая конкуренция,среднее влияние,высокий спрос
398,Transportation,FashionTech,98000,37500,40821,6,7,176866,72,935966,83543519,новички,высокий,высокая конкуренция,среднее влияние,низкий спрос
399,Transportation,EdTech,43750,152000,35331,16,9,247116,8,193870,60192182,эксперты,средний,средняя конкуренция,среднее влияние,средний спрос
400,Education,Logistics,64000,144500,43060,6,23,206599,87,85244,61878191,эксперты,высокий,низкая конкуренция,высокое влияние,средний спрос
401,Food,SpaceTech,76250,142500,29687,20,14,392081,77,303138,98881106,средний опыт,высокий,высокая конкуренция,низкое влияние,низкий спрос
402,Food,FinTech,24000,175000,34623,7,20,824189,98,898941,67271560,средний опыт,низкий,средняя конкуренция,высокое влияние,средний спрос
403,Environment,EnergyTech,3500,112500,48719,11,1,905101,53,790980,8444121,эксперты,высокий,средняя конкуренция,среднее влияние,высокий спрос
404,Security,SpaceTech,24750,163000,12694,8,2,503240,99,755886,12413877,эксперты,средний,средняя конкуренция,среднее влияние,средний спрос
405,Entertainment,SpaceTech,40500,103500,25106,9,1,515248,42,724859,64118820,новички,высокий,средняя конкуренция,высокое влияние,средний спрос
406,Environment,AI,95750,81500,37280,12,7,963367,92,232258,77041858,новички,средний,высокая конкуренция,низкое влияние,высокий спрос
407,Energy,Property,79500,33500,28051,9,39,435129,75,88712,88739423,эксперты,высокий,высокая конкуренция,среднее влияние,низкий спрос
408,Finance,FinTech,77250,164500,31521,11,36,274083,59,600253,80020205,эксперты,высокий,высокая конкуренция,среднее влияние,средний спрос
409,Energy,TravelTech,52250,184500,8206,16,3,184990,61,767153,13108376,средний опыт,низкий,низкая конкуренция,высокое влияние,низкий спрос
410,Space,GreenTech,500,135500,21777,14,48,763818,89,550283,14926148,эксперты,средний,низкая конкуренция,низкое влияние,высокий спрос
411,Environment,FinTech,1500,81000,13874,20,44,145852,76,131377,17039087,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
412,Healthcare,FashionTech,19500,159000,11974,5,28,782160,77,460167,44623399,эксперты,высокий,низкая конкуренция,низкое влияние,средний спрос
413,Fashion,EdTech,32000,155500,30996,17,43,156555,97,515380,67440041,новички,высокий,средняя конкуренция,среднее влияние,высокий спрос
414,Technology,SpaceTech,33500,120500,15865,10,23,402718,25,114727,14957765,средний опыт,низкий,высокая конкуренция,высокое влияние,низкий спрос
415,Retail,Property,44000,52000,12109,9,26,761060,38,529379,92459655,эксперты,средний,высокая конкуренция,низкое влияние,высокий спрос
416,Healthcare,Medical,9250,195500,26247,13,22,200950,23,185901,83684137,средний опыт,высокий,высокая конкуренция,низкое влияние,средний спрос
417,Space,FashionTech,89250,32500,33620,15,47,79953,11,412382,57185955,новички,высокий,низкая конкуренция,среднее влияние,высокий спрос
418,Transportation,E-commerce,2250,193500,43793,13,1,300444,19,267560,71144204,средний опыт,средний,средняя конкуренция,среднее влияние,высокий спрос
419,Food,GreenTech,87250,89500,8510,4,45,796129,23,277611,65331889,новички,средний,низкая конкуренция,среднее влияние,низкий спрос
420,Healthcare,FoodTech,34000,167500,33919,6,14,47683,42,55027,43346859,средний опыт,низкий,высокая конкуренция,среднее влияние,средний спрос
421,Finance,Cybersecurity,21000,164500,24053,14,15,414015,91,213183,8777448,средний опыт,средний,низкая конкуренция,среднее влияние,высокий спрос
422,Entertainment,FinTech,4500,196500,28126,11,46,436597,52,836584,93527101,новички,средний,высокая конкуренция,среднее влияние,средний спрос
423,Retail,EnergyTech,20250,103000,23116,8,30,242920,68,599862,39011065,новички,средний,низкая конкуренция,высокое влияние,низкий спрос
424,Food,SpaceTech,47250,59000,48653,19,1,99852,78,710533,42423707,новички,высокий,средняя конкуренция,низкое влияние,средний спрос
425,Fashion,GreenTech,13750,89500,39357,2,46,955797,63,720226,89198248,эксперты,высокий,низкая конкуренция,низкое влияние,высокий спрос
426,Technology,TravelTech,51250,127500,47232,18,2,511515,74,501253,91150163,эксперты,высокий,низкая конкуренция,среднее влияние,высокий спрос
427,Finance,EnergyTech,10750,52500,35591,19,15,297307,15,711604,50581210,новички,низкий,высокая конкуренция,низкое влияние,высокий спрос
428,Biotech,Cybersecurity,66000,109000,29374,12,4,790364,43,851108,90526373,эксперты,высокий,высокая конкуренция,среднее влияние,средний спрос
429,Security,E-commerce,73250,24500,29728,7,26,670539,59,734424,50970046,новички,низкий,средняя конкуренция,высокое влияние,высокий спрос
430,Fashion,EnergyTech,77750,194000,28538,1,31,908564,78,128680,16234114,эксперты,высокий,высокая конкуренция,среднее влияние,высокий спрос
431,Environment,TravelTech,49750,139500,49419,15,14,368794,9,360247,47521910,новички,низкий,средняя конкуренция,высокое влияние,низкий спрос
432,Real Estate,TravelTech,75500,164500,33916,2,50,282857,35,76442,26964722,эксперты,высокий,низкая конкуренция,высокое влияние,высокий спрос
433,Space,E-commerce,56250,5500,8407,7,35,438455,4,302985,83279289,новички,низкий,высокая конкуренция,низкое влияние,низкий спрос
434,Education,Biotech,29750,51000,1481,17,30,304750,75,201466,57713039,средний опыт,средний,высокая конкуренция,низкое влияние,низкий спрос
435,Space,FashionTech,8750,180500,47293,19,13,255280,47,200556,56475009,средний опыт,высокий,высокая конкуренция,низкое влияние,высокий спрос
436,Travel,Logistics,14250,86000,4926,1,22,494518,9,448941,69623302,новички,высокий,высокая конкуренция,высокое влияние,средний спрос
437,Transportation,Cybersecurity,43250,136000,2736,11,14,893783,45,132238,36112402,эксперты,высокий,низкая конкуренция,высокое влияние,средний спрос
438,Food,FoodTech,38750,5500,19241,16,5,767087,53,112318,64619140,новички,высокий,низкая конкуренция,высокое влияние,низкий спрос
439,Security,FoodTech,43500,159000,37668,14,15,519076,70,741890,84280961,эксперты,средний,средняя конкуренция,среднее влияние,средний спрос
440,Travel,FoodTech,20000,164000,44000,15,10,689623,11,366074,68971069,новички,низкий,средняя конкуренция,среднее влияние,низкий спрос
441,Real Estate,Media,34750,130500,33528,10,4,400279,32,198504,1527308,средний опыт,низкий,низкая конкуренция,высокое влияние,средний спрос
442,Technology,Cybersecurity,7250,179500,14640,13,36,823721,84,732604,85522543,новички,высокий,высокая конкуренция,низкое влияние,высокий спрос
443,Healthcare,GreenTech,84500,162000,17672,6,7,100575,91,725679,28531804,эксперты,высокий,высокая конкуренция,высокое влияние,низкий спрос
444,Biotech,FinTech,18750,80000,39675,9,29,15437,49,292012,70210797,средний опыт,средний,высокая конкуренция,среднее влияние,низкий спрос
445,Technology,Logistics,41750,70000,32597,10,25,519965,14,616692,33994374,эксперты,низкий,высокая конкуренция,низкое влияние,низкий спрос
446,Transportation,Medical,57000,18500,34596,17,31,493230,23,836814,9996019,эксперты,высокий,высокая конкуренция,низкое влияние,высокий спрос
447,Real Estate,FoodTech,59000,8500,21807,19,2,551977,61,359735,52343636,средний опыт,низкий,низкая конкуренция,высокое влияние,средний спрос
448,Energy,Media,63500,199000,45846,20,2,951820,37,25165,92810645,новички,средний,высокая конкуренция,низкое влияние,низкий спрос
449,Entertainment,E-commerce,98000,178000,45334,19,14,127991,63,216847,60628540,новички,средний,низкая конкуренция,низкое влияние,высокий спрос
450,Space,E-commerce,34750,167500,32461,1,38,497059,10,986155,14022950,средний опыт,высокий,низкая конкуренция,высокое влияние,низкий спрос
451,Education,GreenTech,30250,198000,19920,4,48,85377,64,810827,4840499,средний опыт,средний,средняя конкуренция,среднее влияние,низкий спрос
452,Security,Logistics,26250,44000,18802,1,47,780616,36,813018,60350907,эксперты,низкий,высокая конкуренция,высокое влияние,высокий спрос
453,Travel,SpaceTech,98000,184500,1815,5,1,191578,80,793342,50006912,средний опыт,средний,низкая конкуренция,высокое влияние,низкий спрос
454,Food,FoodTech,1500,56000,9057,20,39,438658,20,660862,98445163,новички,низкий,средняя конкуренция,низкое влияние,низкий спрос
455,Space,Medical,50750,147000,15101,1,46,234015,78,973795,69224572,новички,высокий,низкая конкуренция,низкое влияние,средний спрос
456,Space,Biotech,58750,122000,49899,8,2,209964,80,963665,30472082,новички,высокий,высокая конкуренция,низкое влияние,средний спрос
457,Technology,EdTech,65500,42500,16406,14,20,173694,5,330548,55549521,средний опыт,низкий,низкая конкуренция,высокое влияние,высокий спрос
458,Travel,SpaceTech,7750,8500,20639,7,17,957800,17,905747,2029983,средний опыт,высокий,высокая конкуренция,среднее влияние,средний спрос
459,Food,SpaceTech,60500,145500,34295,6,49,385712,55,19963,75647859,новички,средний,высокая конкуренция,низкое влияние,средний спрос
460,Environment,GreenTech,45250,139000,28764,9,8,299410,46,741474,60884081,новички,низкий,низкая конкуренция,высокое влияние,высокий спрос
461,Real Estate,EdTech,58250,51500,43465,18,2,543133,80,834997,40584112,новички,низкий,низкая конкуренция,среднее влияние,низкий спрос
462,Travel,Media,81250,171000,36396,13,21,748400,52,79895,47001605,новички,низкий,высокая конкуренция,высокое влияние,низкий спрос
463,Healthcare,Cybersecurity,95750,63000,22666,19,16,47168,92,276545,8110293,средний опыт,низкий,средняя конкуренция,высокое влияние,низкий спрос
464,Energy,TravelTech,77500,81000,5121,3,11,12942,4,724651,65995299,средний опыт,низкий,средняя конкуренция,низкое влияние,низкий спрос
465,Transportation,TravelTech,41000,195500,27061,16,18,698194,96,326428,85977358,новички,высокий,средняя конкуренция,среднее влияние,средний спрос
466,Real Estate,FinTech,2250,26000,37140,6,38,135514,42,158064,88085476,новички,средний,высокая конкуренция,среднее влияние,высокий спрос
467,Finance,SpaceTech,55000,182000,7425,16,15,803128,11,243759,40972341,средний опыт,средний,средняя конкуренция,среднее влияние,низкий спрос
468,Finance,Property,38250,127500,26601,18,50,205187,31,898911,43342258,эксперты,низкий,средняя конкуренция,среднее влияние,средний спрос
469,Space,EdTech,70750,125500,17937,5,24,17741,67,472241,76813725,средний опыт,высокий,низкая конкуренция,низкое влияние,средний спрос
470,Fashion,EdTech,64250,129000,8177,6,41,134423,51,762637,36579459,средний опыт,высокий,низкая конкуренция,среднее влияние,низкий спрос
471,Healthcare,GreenTech,50250,193000,39864,20,17,285371,62,671162,63454488,новички,высокий,высокая конкуренция,среднее влияние,низкий спрос
472,Technology,FoodTech,21000,176500,20076,4,3,146069,27,947343,40294759,средний опыт,высокий,средняя конкуренция,высокое влияние,высокий спрос
473,Food,Logistics,19250,113000,27051,4,22,921435,22,403635,29722171,средний опыт,низкий,средняя конкуренция,низкое влияние,высокий спрос
474,Education,SpaceTech,65750,130500,22794,2,38,439943,92,713898,78160468,средний опыт,низкий,высокая конкуренция,среднее влияние,средний спрос
475,Energy,E-commerce,24750,128500,49012,9,7,464683,69,490724,10728711,эксперты,средний,низкая конкуренция,низкое влияние,высокий спрос
476,Fashion,Property,26250,121000,7539,14,4,696869,66,993290,28968002,эксперты,низкий,низкая конкуренция,высокое влияние,низкий спрос
477,Healthcare,Cybersecurity,100000,139500,11628,13,18,423446,88,201564,85253955,эксперты,средний,низкая конкуренция,высокое влияние,низкий спрос
478,Education,Media,97250,113000,30915,8,47,900459,98,832311,5940563,эксперты,средний,низкая конкуренция,высокое влияние,высокий спрос
479,Retail,EdTech,83750,150500,21870,13,11,272349,41,379863,48127221,новички,низкий,средняя конкуренция,среднее влияние,средний спрос
480,Retail,Logistics,57750,59000,38309,20,28,593605,33,825611,88968520,новички,высокий,низкая конкуренция,высокое влияние,средний спрос
481,Energy,FashionTech,26500,130500,42127,7,9,938115,27,646281,23294688,средний опыт,низкий,средняя конкуренция,низкое влияние,средний спрос
482,Technology,AI,90750,119500,17229,8,3,742636,3,127272,56716800,новички,средний,высокая конкуренция,высокое влияние,высокий спрос
483,Travel,FashionTech,23000,52500,41503,15,34,682042,89,58411,80535021,новички,низкий,высокая конкуренция,высокое влияние,высокий спрос
484,Healthcare,GreenTech,35750,23000,48356,10,21,376883,66,657482,66017232,новички,высокий,низкая конкуренция,высокое влияние,средний спрос
485,Education,TravelTech,83750,95500,31861,18,26,54345,81,811329,54272339,новички,высокий,высокая конкуренция,среднее влияние,средний спрос
486,Security,EnergyTech,93250,101500,16234,19,18,141225,94,764145,38842067,новички,высокий,низкая конкуренция,низкое влияние,высокий спрос
487,Transportation,Biotech,11500,30000,40186,17,17,569733,76,371175,14197233,эксперты,средний,низкая конкуренция,низкое влияние,средний спрос
488,Technology,GreenTech,69750,5500,15410,19,1,575396,65,456255,56620768,новички,высокий,высокая конкуренция,низкое влияние,средний спрос
489,Retail,AI,77000,80500,16076,16,40,662441,11,225980,90653043,эксперты,высокий,средняя конкуренция,среднее влияние,низкий спрос
490,Food,FinTech,46750,83500,7099,6,12,145214,5,259281,9783925,средний опыт,средний,низкая конкуренция,низкое влияние,низкий спрос
491,Food,Property,30500,181500,24407,1,45,970552,86,184856,9044946,новички,низкий,низкая конкуренция,высокое влияние,низкий спрос
492,Technology,GreenTech,44500,81000,34522,11,30,196927,15,928003,94347583,эксперты,средний,низкая конкуренция,среднее влияние,низкий спрос
493,Space,SpaceTech,62750,125500,35521,13,7,889801,5,582743,97523444,средний опыт,низкий,средняя конкуренция,высокое влияние,высокий спрос
494,Environment,GreenTech,26250,79000,6570,5,19,974403,38,224079,86799954,средний опыт,низкий,низкая конкуренция,низкое влияние,низкий спрос
495,Entertainment,Medical,93000,165500,37918,3,4,184537,95,849813,29977025,новички,низкий,низкая конкуренция,низкое влияние,низкий спрос
496,Environment,FoodTech,32250,180500,45779,19,21,409335,4,347291,68339197,средний опыт,низкий,низкая конкуренция,среднее влияние,низкий спрос
497,Security,FoodTech,13000,23500,4905,12,28,550406,28,549850,7021150,средний опыт,высокий,высокая конкуренция,низкое влияние,высокий спрос
498,Fashion,FinTech,9500,46500,2191,20,34,459831,39,265094,30466528,новички,средний,высокая конкуренция,низкое влияние,высокий спрос
499,Environment,FoodTech,13500,181500,22201,5,5,124218,99,832766,21972172,эксперты,низкий,высокая конкуренция,высокое влияние,средний спрос
500,Finance,Property,27750,29500,7430,3,40,986765,81,581635,30407962,новички,высокий,средняя конкуренция,низкое влияние,низкий спрос
501,Space,EnergyTech,77250,114500,17315,17,41,428341,68,52809,30072340,эксперты,средний,средняя конкуренция,высокое влияние,средний спрос
502,Technology,EnergyTech,30500,26500,33669,13,35,439070,24,422913,61348283,средний опыт,низкий,высокая конкуренция,среднее влияние,низкий спрос
503,Travel,Cybersecurity,49750,50000,4406,18,43,767774,79,488792,75723293,эксперты,высокий,низкая конкуренция,низкое влияние,средний спрос
504,Environment,TravelTech,86250,34500,40485,18,50,134432,16,221696,91706011,средний опыт,низкий,низкая конкуренция,среднее влияние,средний спрос
505,Technology,FashionTech,71250,33500,6867,17,37,379212,80,9613,76363352,средний опыт,высокий,низкая конкуренция,среднее влияние,высокий спрос
